,sarcasm,sentiment,dialect,cleaned_tweet
268,False,NEU,levant,رز جاء لم مندوب سور دائم الأممالمتحدة بشارالجعفري جلس مجلس أمن دول حول أوض
269,False,POS,msa,الستايييلااااتت يس ليز
270,True,NEG,msa,
271,False,NEU,msa,رفع ذا فجر إسرائيل غرم مؤذن مسجد لد محتل احتلال
272,True,NEG,levant,وجد رجع نت وانظرلحماركم المدعوالجعفري هويعترف قول جب انفتاح داعش اعلام غرب كل عترفو
273,False,NEG,msa,ضل برر معايير يئ صارم استخدام فحم مصانع اسمنت في آخر سمح استخدام فحم دون موافق بيئ أوقفواالفحم
274,False,NEU,egypt,تعرفن نا حبيب قلب معلق في صدق نا نا نسى حال نس يام هن حبيب عش قرب نت نت نوالالزغبي
275,True,NEG,msa,حيوان متحرش مقابل جهود متطوع مقاوم ناس نازل مش خايف ملاي ضد النظامتركيز اخو تحرش قصر ديل
276,False,NEU,msa,علم ؤم محاضر ندو علمان ظل بتعاد دول عالم مفهوم طبيق علمان صاعد يم متطرف وروب
277,False,NEU,msa,قر رغم ان موقع طقس عرب يستبعد توقع ان كو صيب امطار خاص منطقه له علم
278,True,NEG,msa,سقط ثور عن الحصانةالإخوان جهل جلب تعاطف بعض عضاء مجلس مبار عسكر متهم فساد صعب
279,False,NEU,gulf,نا قي مازو مدر شتغل
280,False,NEG,levant,اي جيش قصد طير روسي مجرم ام عصاب يرا ام مرتزق حزب له ام عصائب عراق تكالب عزل ملك قو وم
281,False,POS,msa,سط نوآع عطآء عيد بسم شفا قد شراء ريوش قدر عل
282,False,NEU,gulf,آجا هتآخذ راح درر يالي هالمر حط فريقالمايسترو تكون دي حدثكبير عند
283,True,NEG,egypt,بساط ده مصرعبار مل سي وزيرجيشحصان شرطهالقضاء تابيهاعلام يل شعب باق شطرنج
284,True,NEG,egypt,ببلاو سيس هينه حكمالعسكر مبار راجل طن نا حب قول نك ابنوسخ
285,True,NEG,egypt,قانونجاستاتركيا صان حفظ دين أخوةأم مصر صو مال رز رغم دين والصلةفيبلادييوجد سي
286,False,NEG,egypt,يه وصل واحد سن كر عيش يوم إلل إتولد ثانويةعامة علموناصح
287,False,NEU,msa,طيبغلطت عش مردتش غلط عش حب حافظ علاقتى نا اي شاب له عل قدر
288,False,POS,msa,حميل يندوز نسخ اصل نهائ مايكروسوفت شكل قان روابط مباشر
289,False,POS,msa,يونس ابن أناق غوتش ورا حقائب غوتش فضل مشاه زياء شن
290,False,NEG,egypt,درس مستفاد ظن ناس خرف صدق قول مجرد أن جاء سا لدى يبورد يستخدمونها بحث عقول نقد تفكير
291,True,NEG,egypt,شاب مصر رد كاذيب إخو إنجاز مرس وهم كل دليل روابط حي حاج مشرف محزن وقت
292,True,NEG,gulf,حمار مك فطيمالنعاشة نت ده ذا رت صير لد حلال طلب فيفيعبدهالامالمثالية تبن ههههههه
293,False,NEU,egypt,دونالد ترامب مثل دونالد ترامب حقيق عقلاني
294,False,NEU,msa,وم سيس جتمع يوم مجلس اعلى للاستثماركليوم عمرواديب
295,False,POS,egypt,حمد شيخ مظبطنى فى فنتازى له
296,False,NEU,msa,قدسشرط احتلال عتقل مشتب مناطق شتى بلاد اتجار مخدر
297,False,NEG,egypt,نزل يندوز سه قول هي قي جهاز
298,False,NEU,msa,علم ساع خر ريطانيا رمز وطن عمل محر سطي عثم مسروق
299,True,NEG,levant,واء قدس فلسطين قوم مساعد شبيح نظام حرير حلب ليس حرير القدسعرفتوا يش تحرر سط عربسوريامقبرةالمجوس
300,False,NEU,msa,صدر علماء بي يا فتاوىالمدخليتقتلالليبيين طالب كف شر أسف ستفق
301,False,NEU,msa,ثير تدريب عسكر جيش شعب حرير سود تم وبا هذه مر استرو عاء إحدى قدم مؤامر ريطانيا دي نيل
302,True,NEG,egypt,رغم صحاف رسال ان صفح امل تتكلم صافيناز سماالمصري حلاوةروح دي ارث
303,False,NEG,msa,مشاهير يوناو كبر اء حصل تاريخ اسلام داعش أحزاب مذهب مسلح
304,False,NEU,msa,الأممالمتحدة الحقوقالانسان ين وا دواعش
305,False,NEG,levant,اق درس حين ماذالوالمدارسمختلطه
306,False,NEU,egypt,إيزكويل غار قييم مدى وفيق قرار خروج مدريد رؤ ثلاث مواسم قض نفيكا انت صدق
307,False,NEU,msa,بي بين مقتل دواعش صد هجوم جيز بحر اخبارليبياالان سر
308,False,NEG,egypt,حلى حاج عجب ان اعلام منافق كذاب ثبت عل ثاف تصويت ملاي عظيم علش ده زودو مد تصويت اجاز
309,False,NEG,msa,ترامب صبح رئيس امريكا رسل هيلاريكلنتون سجن ثورقادح
310,True,NEU,msa,مير جبه نصر جولان ايع ظواهر عتبر كبر عميل مخابر روسيه جند طالب كل طب قاهر
311,False,NEU,msa,رنس صدر حكم إهمال حق رئيس صندوق نقد دول ذلك شأن قض تسو عندم انت زير مال عني اس
312,True,NEG,gulf,نا جالس تخيل مواط قول هالجمل كل موظف دائر حكوم له ساعه جت هد خال طم جد كو له
313,False,NEU,msa,مال إدراج إصدار دين عام داول عبر سوق مال سعود مال عمال داول
314,False,POS,msa,كلناااالدلمانيمات ماس قرآن ما ساجد ما مك يارب ختم حيا شيء أشياء
315,False,NEG,msa,فضيحةالاعتذارتشكل إهان فريق هاد أن رسائل اشنطن اتعدو ون امر تم تنفيذهاماانت اخادم هااليمن
316,False,POS,egypt,حاجاتبتفرحفيمصر لمه حلوه صحاب
317,False,POS,msa,مسير مدين مصر مسبوق لكم انقلابي ثور شعب عظيم
318,False,NEG,msa,مر بل حلال مفليشخصوا أبصار طفح الربانيياماشا له شيط عن يولييالسبال ضافيه خد اللحيانيوالسنام منفهق عاتق منتل غارب نه بي طلع سنام ثانيمايضمك قول طياح إبل كود بن كبير شو السبعانيسعدبنجدلان
319,False,NEU,levant,توقع طقس عرب لمدينهعرعر
320,False,NEU,msa,موسك استئناف مفاوض سور كازاخس مر قع
321,False,NEU,msa,é سور إيو وسف ريك مار جديد
322,False,POS,msa,ثقاف قرآني رسول له ريد كو عزاء عزيز أن كو رجال مواجه أعدائناذكرئالمولدالنبويالشريف
323,False,POS,msa,المجدللمبتسمينصباحا
324,False,NEG,msa,له رحم عفو عنهك حزب الخونهاللهم جاوز عن غفر مسح ذنوب يارب
325,False,NEU,msa,جزيرةنت وتبقىمآذنالقدس صدح أذان إسرائيل قدس
326,False,NEU,msa,مصادر إعلام ردوغ وت تعهد سع توافق شأن سوري خلال ره جيز قادم
327,False,POS,egypt,لهم رحم سا إيذاء طفال سوري لهم عذب دنيا آخرةيا جس صوت استمرار ضرب اطفال
328,False,NEU,msa,مسؤول وزار خارج ترك زراء خارج روسي إير ركي جر محادث ثلاثاء شأن حلب
329,True,NEG,levant,حدث ركا جريم ضد انسان قط ضد مسلم حدث عار انسان كل
330,False,NEU,msa,لم ثوار رق مصر مرسيرئيسي انتخبواالعرص
331,False,NEG,msa,مقول ان ميشالع نتخاب يالكل تساقط ان مارس كيد ابو ستغل منصب تصف حساب سابق معارض سياسي
332,False,NEU,msa,تشيلس عمق جراح ضيف سندرلاند ريالمدريد رشلون
333,False,NEU,msa,جهادالخازن كتب عيونوآذان استرو نصار أعدائ
334,False,NEU,msa,شاهد موقف محرج حدث خلال حفل وزيع جوائز وبل وبديلان جوائزنوبل اتيسميث
335,True,NEG,egypt,ضع دون ميس تافه عاه
336,False,NEU,msa,انته حفل قاع ويتر راجع يوم قرير عدم رغب غوغل شراء شرك
337,False,POS,msa,هاشتاق عرب هال قدس رفع أذ سطح منازل حدي قانو سلط
338,True,NEG,egypt,مصطفيحجازي هيترشحل ده تاع البرادعياحمدشفيق هيترشحيبقي مش عاوز استقرار بلدطيب سيس يأخد تزكيةلا هيبق شكل حشعاب
339,False,NEU,msa,ديو مؤلم طفل سور ضح قصف تصرخ باباشاهدسكاي
340,False,POS,levant,يونس وريا موهب سته صو خم ابعد درج طبق رهيب
341,False,NEG,msa,حقيق عار
342,False,NEU,egypt,نا رجع صور بروفايل سب عند فرق ضح مشكل حل ربع صور را دا
343,False,NEU,msa,بوابةالعاصمة الجامعةالعربية ؤكد مساند أردن مواجه إرهاب
344,False,NEU,msa,خير دخل أمريك جاء إيجاد موطئ قدم ضمن استراتيجيةإعادة التمركزوهو شب تدخل ناتو علاق أهداف معلن
345,False,NEU,msa,قدم ريطانيا مساعد منقذ أرواح ملاي متضرر صراع سور الوقوفمعحلب
346,False,POS,msa,لهم رزق توقع على خير كر على حقيق امن ظنن وم أن مستحيل رب فق سخر شرن رح ال رح قلب سعد عفو عن رحم رزق قر عين إرض عن هب منى ريد يالل
347,False,NEU,egypt,هاتف جوجل حتوي ضل اميرا صنع إطلاق إل قول
348,False,NEG,msa,عل ريء عتراف نفس غير قدام ثاض مر عني قضاء قا وثق مزرع
349,False,NEU,msa,شاهدمقطع خاص هدي عشاق الثلوجتابعونا دائم عبر طبيق طقسالعرب مطار سعود
350,False,NEU,msa,شخص حب ميريام رس
351,False,NEG,msa,طفل سطينيا يقبع سج احتلال
352,False,NEU,egypt,عاجل كشف غن تفاصيل خلاف محمودعبدالعزيز عادلإمام حقيق دخل مبار حل قض
353,False,NEG,gulf,الهلاليستمركوشه خيل ريق جلد دور أس أهل سوبر عطي مدافع حارس ياخذ دن جلد مرة ثان
354,False,POS,egypt,اوبرتراست ترفعل سقف احلام أحدث ظام ونص جران شرك وبر دلوق هتقدر حقق ونص صل لي
355,True,NEG,msa,حترام ركي حتقار ظام ملال جتمع روسي ركي يرا تسو وضاع حلب سوري سؤال ين عرب جد ماف رك
356,False,NEU,msa,ربح إكسايت فو عمل ول ريتوي شار هاشتاق هداياإكسايت دخل سحب
357,True,NEG,egypt,ارتقوا مش هتشوفو مختلف مع رأ بقى حمار مش يف
358,False,NEU,egypt,عني مش هار وتر زي امور دي تقول
359,False,POS,msa,بقى سط عرب منعواالاذآن مساجدفلسطين رفع مسيحي قدس اذآن دع مسلم للصلاةتحيافلسطين حر
360,False,NEU,msa,الجيشالسوري حرر شكل امل السكنالشبابي محاذ بحوث علم أحياء شرق
361,False,NEU,msa,فهدالمولد مبدع صديق ميسييضيع إنفراد سجل طائر طريق ان استنوما رمي رمي له رم
362,False,NEU,egypt,ماحدش جبر حاج روح فيلم كويس قاطع وحش
363,False,NEU,msa,المرصدالايرانياقتصاد إير ركي وقع عا مشترك إنشاء محط معالج المياهترجمة
364,False,NEG,msa,اعزائ شيعه لي ساح اراده صج عني مال داع شوف حين ماتب طائف قدر
365,False,NEG,msa,جد رق قاتل براميل متفجر آخر قادر حما رواح آخرين لكن فعل كل قتل
366,False,NEU,levant,له يالدني انت حرك وب صار
367,True,NEG,msa,لام هبل عالفضائ مصريةز يام مباركالفرق نهم جايب صور مظاهر مش النيلياسلام عالمصداقية
